0,0, Header,1,3,384,
1,0, Start_track,,,,
1,0, Time_signature,4,2,24,8
1,0, Tempo,500000,,,
1,length of the track, End_track,,,,
2,0, Start_track,,,,
2,0, Text_t,"""harpsichord: John Sankey"""\,,,
2,0, Title_t," ""Track 1""",,,2,0, Note_on_c,0,103,127,
2,0, Note_on_c,0,107,127,
2,0, Note_on_c,0,97,127,
2,0, Note_on_c,0,99,127,
2,0, Note_on_c,0,101,127,
2,0, Note_on_c,0,112,127,
2,0, Note_off_c,0,48,127,
2,1, Note_on_c,0,117,127,
2,1, Note_on_c,0,110,127,
2,1, Note_off_c,0,97,127,
2,1, Note_off_c,0,103,127,
2,1, Note_off_c,0,107,127,
2,1, Note_off_c,0,101,127,
2,1, Note_off_c,0,112,127,
2,2, Note_on_c,0,111,127,
2,2, Note_on_c,0,116,127,
2,2, Note_off_c,0,117,127,
2,2, Note_off_c,0,99,127,
2,3, Note_on_c,0,117,127,
2,3, Note_on_c,0,102,127,
2,3, Note_on_c,0,9,127,
2,3, Note_on_c,0,100,127,
2,3, Note_on_c,0,10,127,
2,3, Note_on_c,0,33,127,
2,3, Note_off_c,0,116,127,
2,4, Note_on_c,0,103,127,
2,4, Note_on_c,0,107,127,
2,4, Note_on_c,0,97,127,
2,4, Note_on_c,0,99,127,
2,4, Note_on_c,0,101,127,
2,4, Note_on_c,0,112,127,
2,4, Note_off_c,0,117,127,
2,4, Note_off_c,0,102,127,
2,4, Note_off_c,0,110,127,
2,4, Note_off_c,0,9,127,
2,4, Note_off_c,0,100,127,
2,4, Note_off_c,0,111,127,
2,4, Note_off_c,0,10,127,
2,4, Note_off_c,0,33,127,
2,5, Note_on_c,0,117,127,
2,5, Note_on_c,0,111,127,
2,5, Note_on_c,0,114,127,
2,5, Note_on_c,0,104,127,
2,5, Note_on_c,0,116,127,
2,5, Note_off_c,0,97,127,
2,5, Note_off_c,0,103,127,
2,5, Note_off_c,0,107,127,
2,5, Note_off_c,0,101,127,
2,5, Note_off_c,0,112,127,
2,6, Note_on_c,0,110,127,
2,6, Note_off_c,0,117,127,
2,6, Note_off_c,0,99,127,
2,6, Note_off_c,0,114,127,
2,6, Note_off_c,0,104,127,
2,7, Note_on_c,0,117,127,
2,7, Note_on_c,0,102,127,
2,7, Note_on_c,0,9,127,
2,7, Note_on_c,0,100,127,
2,7, Note_on_c,0,10,127,
2,7, Note_on_c,0,33,127,
2,7, Note_off_c,0,116,127,
2,8, Note_on_c,0,97,127,
2,8, Note_on_c,0,103,127,
2,8, Note_on_c,0,105,127,
2,8, Note_on_c,0,108,127,
